dataset,size,algorithm,mean,stddev,min,max,runtime_ms,runs
convex_1000.txt,1000,DT_CES_SA,3103.0516666666667,21.29110097095855,3079.01,3137.29,18268.541,6
convex_200.txt,200,DT_CES_SA,2362.568333333333,69.95123477982523,2320.39,2517.71,2382.924,6
convex_2000.txt,2000,DT_CES_SA,3455.2599999999998,28.774496809964752,3423.97,3511.57,50534.553,6
convex_25.txt,25,DT_CES_SA,1245.7983333333334,6.324047798329437,1234.32,1252.59,160.486,6
convex_3000.txt,3000,DT_CES_SA,3689.2566666666667,37.985249183802416,3647.94,3761.28,93035.246,6
convex_50.txt,50,DT_CES_SA,1674.2316666666666,28.686067127130254,1624.86,1706.31,379.864,6
convex_500.txt,500,DT_CES_SA,2762.6316666666667,27.13039342181059,2714.07,2792.65,9995.659,6
fractal_1000.txt,1000,DT_CES_SA,6538.985000000001,12.930368324220327,6526.1,6560.71,19560.678,6
fractal_200.txt,200,DT_CES_SA,3724.7966666666666,6.69197944474497,3716.48,3734.91,2861.375,6
fractal_2000.txt,2000,DT_CES_SA,8669.056666666665,25.395832772764326,8642.11,8721.15,54054.966,6
fractal_25.txt,25,DT_CES_SA,1328.175,14.564529686879665,1316.79,1358.31,160.971,6
fractal_3000.txt,3000,DT_CES_SA,10156.983333333332,8.745744997171773,10144.9,10168.9,106227.351,6
fractal_50.txt,50,DT_CES_SA,1919.8133333333335,15.665049916578283,1897.06,1943.02,495.819,6
fractal_500.txt,500,DT_CES_SA,4993.171666666666,7.197910383499273,4979.1,5001.4,7864.274,6
gaussian_1000.txt,1000,DT_CES_SA,51483.93333333333,41.012667419819884,51423.9,51542.2,19606.592,6
gaussian_200.txt,200,DT_CES_SA,20703.75,21.30436183820948,20666.1,20726.1,2550.769,6
gaussian_2000.txt,2000,DT_CES_SA,75935.0,41.79409846696782,75889.5,76017.2,56950.439,6
gaussian_25.txt,25,DT_CES_SA,4995.483333333334,15.684397413424117,4987.54,5030.52,313.821,6
gaussian_3000.txt,3000,DT_CES_SA,88718.5,35.7530884446799,88660.3,88755.9,102891.78,6
gaussian_50.txt,50,DT_CES_SA,9961.81,24.695611620960545,9916.67,10001.3,555.362,6
gaussian_500.txt,500,DT_CES_SA,37339.950000000004,41.126623574840444,37257.3,37384.5,7707.403,6
hierarchical_1000.txt,1000,DT_CES_SA,4574.298333333333,10.54692438054282,4553.25,4582.78,18876.311,6
hierarchical_200.txt,200,DT_CES_SA,2239.233333333333,35.252070703561344,2184.8,2284.78,2878.025,6
hierarchical_2000.txt,2000,DT_CES_SA,6369.376666666667,9.880685986081952,6355.36,6384.54,54823.202,6
hierarchical_25.txt,25,DT_CES_SA,896.7456666666667,21.91111179794907,847.824,908.404,306.281,6
hierarchical_3000.txt,3000,DT_CES_SA,7789.708333333333,31.471520150058893,7756.64,7836.35,109478.603,6
hierarchical_50.txt,50,DT_CES_SA,1319.5733333333333,8.9922553097405,1301.84,1329.29,726.719,6
hierarchical_500.txt,500,DT_CES_SA,3371.4950000000003,5.1248113786427885,3362.52,3377.85,7993.813,6
latin_hypercube_1000.txt,1000,DT_CES_SA,11640.483333333332,11.455335971599904,11622.4,11656.7,19111.693,6
latin_hypercube_200.txt,200,DT_CES_SA,5047.705,12.053332526732962,5028.5,5065.57,2511.3,6
latin_hypercube_2000.txt,2000,DT_CES_SA,16074.699999999999,3.231098884281029,16070.4,16079.2,54527.808,6
latin_hypercube_25.txt,25,DT_CES_SA,1562.415,4.064827794630469,1555.37,1569.14,243.491,6
latin_hypercube_3000.txt,3000,DT_CES_SA,19683.05,9.990453776814507,19670.8,19697.6,111117.99,6
latin_hypercube_50.txt,50,DT_CES_SA,2255.5383333333334,10.766956265455104,2243.05,2272.32,509.933,6
latin_hypercube_500.txt,500,DT_CES_SA,8198.796666666667,6.497844941893281,8192.03,8210.34,8169.324,6
line_noise_1000.txt,1000,DT_CES_SA,2504.6116666666667,2.838329418670208,2501.0,2508.07,20474.122,6
line_noise_200.txt,200,DT_CES_SA,1633.8549999999998,3.4936597334791046,1628.05,1638.58,3195.602,6
line_noise_2000.txt,2000,DT_CES_SA,3247.0166666666664,3.1753145076074363,3243.3,3252.11,55469.873,6
line_noise_25.txt,25,DT_CES_SA,856.277,7.369140293593719,844.511,865.256,256.923,6
line_noise_3000.txt,3000,DT_CES_SA,3877.021666666667,5.373761614445613,3870.72,3885.59,104236.952,6
line_noise_50.txt,50,DT_CES_SA,925.3098333333334,5.328643148640709,920.251,936.428,738.147,6
line_noise_500.txt,500,DT_CES_SA,1976.76,4.125627225041019,1969.41,1981.35,7604.756,6
near_convex_1000.txt,1000,DT_CES_SA,5090.883333333333,27.121716186275858,5066.08,5145.64,18031.746,6
near_convex_200.txt,200,DT_CES_SA,3018.4950000000003,12.958329046087135,2998.59,3029.63,2484.92,6
near_convex_2000.txt,2000,DT_CES_SA,6515.831666666666,11.374340151801702,6500.2,6534.78,54077.686,6
near_convex_25.txt,25,DT_CES_SA,1241.925,7.47063083012406,1233.02,1254.8,177.911,6
near_convex_3000.txt,3000,DT_CES_SA,7406.97,6.769357428885153,7396.44,7417.67,106691.066,6
near_convex_50.txt,50,DT_CES_SA,1754.68,15.520734518701115,1733.62,1775.57,494.692,6
near_convex_500.txt,500,DT_CES_SA,4088.5699999999997,12.513549989244902,4072.2,4110.86,7553.182,6
rings_1000.txt,1000,DT_CES_SA,8926.573333333334,12.72139754726492,8905.63,8945.99,19347.618,6
rings_200.txt,200,DT_CES_SA,4419.055,21.456073537967463,4394.86,4455.0,2646.27,6
rings_2000.txt,2000,DT_CES_SA,12131.35,20.639989502581233,12098.5,12164.0,48563.783,6
rings_25.txt,25,DT_CES_SA,1349.5433333333333,10.230190071004984,1335.11,1362.87,196.807,6
rings_3000.txt,3000,DT_CES_SA,14605.050000000001,13.594453525856057,14584.0,14620.5,100024.08,6
rings_50.txt,50,DT_CES_SA,2130.7883333333334,5.211162431635512,2125.0,2137.78,537.503,6
rings_500.txt,500,DT_CES_SA,6604.298333333333,13.959154005725397,6573.87,6613.8,7899.873,6
spiral_1000.txt,1000,DT_CES_SA,7782.2733333333335,13.456693088901568,7763.41,7804.97,20176.082,6
spiral_200.txt,200,DT_CES_SA,4117.79,12.089973807526134,4098.92,4129.42,2910.758,6
spiral_2000.txt,2000,DT_CES_SA,10277.533333333335,26.653559278682017,10241.2,10324.0,58709.722,6
spiral_25.txt,25,DT_CES_SA,1279.8549999999998,0.05590169943752864,1279.83,1279.98,312.728,6
spiral_3000.txt,3000,DT_CES_SA,12019.949999999999,33.46389845789043,11959.2,12067.2,111848.352,6
spiral_50.txt,50,DT_CES_SA,1807.43,4.79222634412582,1801.71,1813.66,621.752,6
spiral_500.txt,500,DT_CES_SA,6010.598333333332,10.635928758484434,5997.11,6029.61,8874.336,6
zigzag_1000.txt,1000,DT_CES_SA,5407.516666666666,51.94028515730567,5326.77,5486.02,20633.03,6
zigzag_200.txt,200,DT_CES_SA,3716.4066666666663,80.5868574203567,3640.67,3880.42,3983.286,6
zigzag_2000.txt,2000,DT_CES_SA,6577.126666666667,68.99375760812639,6505.61,6693.75,58507.207,6
zigzag_25.txt,25,DT_CES_SA,1606.256666666667,12.038928062285615,1594.22,1618.76,296.709,6
zigzag_3000.txt,3000,DT_CES_SA,7384.886666666666,41.36495081050577,7349.85,7475.64,100550.839,6
zigzag_50.txt,50,DT_CES_SA,2391.1766666666667,33.271113430254935,2335.04,2422.81,1127.437,6
zigzag_500.txt,500,DT_CES_SA,4533.375,39.45712726069467,4462.93,4579.7,9807.05,6
